Tick,RunF64,RunF32,RunI64,RunI32
M:28 N:14,8.259e-05,7.73e-05,8.14e-05,8.909e-05
M:28 N:15,0.00012822,0.00012919,0.00012307,0.00012345
M:28 N:16,0.00013823,0.00012703,0.00012999,8.335e-05
M:28 N:17,9.929e-05,9.309e-05,8.935e-05,9.328e-05
M:28 N:18,0.00010513,9.962e-05,9.737e-05,9.759e-05
M:28 N:19,0.00010605,0.00013374,0.00012488,0.000107
M:28 N:20,0.00011845,0.00011552,0.00012385,0.00010984
M:28 N:21,0.00011675,0.00010796,0.00010647,0.00010426
M:28 N:22,0.00011717,0.00011649,0.00012547,0.00011584
M:28 N:23,0.00013735,0.00011918,0.00011482,0.00011426
M:28 N:24,0.00012502,0.00012244,0.00011908,0.00011724
M:28 N:25,0.00012861,0.00012729,0.00012773,0.0001253
M:28 N:26,0.00013363,0.00013173,0.00012944,0.00013064
M:28 N:27,0.00014086,0.00013872,0.00013346,0.00013384
M:28 N:28,0.0001462,0.00014132,0.00013851,0.00013809
M:29 N:1,8.56e-06,8.96e-06,8.62e-06,7.91e-06
M:29 N:2,1.441e-05,1.388e-05,1.353e-05,1.35e-05
M:29 N:3,1.971e-05,1.935e-05,1.899e-05,1.875e-05
M:29 N:4,2.513e-05,2.407e-05,2.45e-05,2.323e-05
M:29 N:5,3.131e-05,2.984e-05,3.005e-05,2.882e-05
M:29 N:6,3.598e-05,3.568e-05,3.515e-05,3.449e-05
M:29 N:7,4.162e-05,4.022e-05,4.014e-05,3.907e-05
M:29 N:8,4.698e-05,4.721e-05,4.515e-05,4.613e-05
M:29 N:9,5.251e-05,5.15e-05,5.052e-05,4.896e-05
M:29 N:10,5.739e-05,5.636e-05,5.52e-05,5.575e-05
M:29 N:11,6.477e-05,6.193e-05,5.959e-05,6.01e-05
M:29 N:12,6.847e-05,6.791e-05,7.315e-05,6.456e-05
M:29 N:13,7.424e-05,7.466e-05,7.018e-05,6.902e-05
M:29 N:14,8.095e-05,7.812e-05,7.542e-05,7.413e-05
M:29 N:15,8.627e-05,8.428e-05,8.052e-05,8.038e-05
M:29 N:16,9.059e-05,8.95e-05,8.803e-05,8.607e-05
M:29 N:17,9.547e-05,9.29e-05,9.223e-05,9.165e-05
M:29 N:18,0.00010185,9.697e-05,9.661e-05,9.46e-05
M:29 N:19,0.00011411,0.00010795,0.00010812,0.00010563
M:29 N:20,0.00011551,0.00011537,0.00011406,0.00011431
M:29 N:21,0.00011956,0.0001156,0.00011175,0.00011169
M:29 N:22,0.00012317,0.00011866,0.00011848,0.00011646
M:29 N:23,0.00012679,0.00012543,0.0001237,0.00012807
M:29 N:24,0.0001481,0.00012971,0.00012718,0.00012577
M:29 N:25,0.00013846,0.00013658,0.0001351,0.00013421
M:29 N:26,0.0001446,0.00014729,0.00013784,0.00013917
M:29 N:27,0.00015018,0.00014944,0.00014253,0.00013995
M:29 N:28,0.00015459,0.00014858,0.00014954,0.00014751
M:29 N:29,0.00016474,0.00016004,0.00015275,0.00016036
M:30 N:1,9.87e-06,9.2e-06,9.39e-06,1.011e-05
M:30 N:2,1.621e-05,1.544e-05,1.637e-05,1.577e-05
M:30 N:3,2.159e-05,2.102e-05,2.056e-05,2.05e-05
M:30 N:4,2.717e-05,2.741e-05,2.584e-05,2.644e-05
M:30 N:5,3.684e-05,3.119e-05,3.424e-05,3.076e-05
M:30 N:6,3.934e-05,3.872e-05,3.678e-05,3.6e-05
M:30 N:7,4.395e-05,4.425e-05,4.266e-05,4.262e-05
M:30 N:8,5.167e-05,5.003e-05,4.826e-05,4.829e-05
M:30 N:9,5.566e-05,5.331e-05,5.359e-05,5.216e-05
M:30 N:10,6.17e-05,5.917e-05,5.917e-05,5.782e-05
M:30 N:11,6.696e-05,6.79e-05,6.559e-05,6.458e-05
M:30 N:12,7.3e-05,7.393e-05,7.51e-05,7.019e-05
M:30 N:13,7.819e-05,7.783e-05,7.518e-05,7.493e-05
M:30 N:14,8.614e-05,8.611e-05,8.101e-05,8.173e-05
M:30 N:15,9.275e-05,8.888e-05,8.571e-05,8.617e-05
M:30 N:16,9.696e-05,9.488e-05,9.21e-05,8.998e-05
M:30 N:17,0.00010159,9.981e-05,9.914e-05,9.719e-05
M:30 N:18,0.00011169,0.00010636,0.00010432,0.00010396
M:30 N:19,0.0001323,0.00011874,0.00011393,0.00011442
M:30 N:20,0.00011961,0.00012078,0.00011905,0.00011833
M:30 N:21,0.00012579,0.00012874,0.00011922,0.00011977
M:30 N:22,0.00013117,0.00012608,0.00012877,0.00012164
M:30 N:23,0.0001371,0.00013295,0.00013194,0.00013038
M:30 N:24,0.00014176,0.00013689,0.00013876,0.00013511
M:30 N:25,0.00014953,0.00014843,0.00014206,0.00014282
M:30 N:26,0.00015528,0.00014944,0.00014815,0.00014594
M:30 N:27,0.00016197,0.00016469,0.00015362,0.00015384
M:30 N:28,0.00016579,0.00016336,0.00015815,0.00015855
M:30 N:29,0.00017268,0.00016839,0.00016708,0.00016602
M:30 N:30,0.0001783,0.00017478,0.00016939,0.0001697
M:31 N:1,9.77e-06,9.41e-06,9.92e-06,9.62e-06
M:31 N:2,1.801e-05,1.687e-05,1.541e-05,1.579e-05
M:31 N:3,2.262e-05,2.371e-05,2.158e-05,2.15e-05
M:31 N:4,2.973e-05,2.789e-05,2.726e-05,2.67e-05
M:31 N:5,3.491e-05,3.453e-05,3.495e-05,3.339e-05
M:31 N:6,4.076e-05,4.11e-05,3.921e-05,3.926e-05
M:31 N:7,4.744e-05,4.67e-05,4.53e-05,4.437e-05
M:31 N:8,5.434e-05,5.374e-05,5.102e-05,5.204e-05
M:31 N:9,6.109e-05,5.815e-05,5.942e-05,5.818e-05
M:31 N:10,6.639e-05,6.637e-05,6.424e-05,6.412e-05
M:31 N:11,7.187e-05,7.031e-05,6.827e-05,6.818e-05
M:31 N:12,7.856e-05,7.485e-05,8.452e-05,7.37e-05
M:31 N:13,8.516e-05,8.373e-05,8.079e-05,8.126e-05
M:31 N:14,9.326e-05,8.7e-05,8.858e-05,8.587e-05
M:31 N:15,9.87e-05,9.405e-05,9.45e-05,9.361e-05
M:31 N:16,0.00011471,0.00010143,9.764e-05,9.814e-05
M:31 N:17,0.00011429,0.00010685,0.0001056,0.00010182
M:31 N:18,0.00011617,0.00011943,0.00011462,0.00011102
M:31 N:19,0.00013001,0.00012634,0.00012709,0.0001298
M:31 N:20,0.00012989,0.00012825,0.00012955,0.00012807
M:31 N:21,0.00013487,0.00012993,0.00013044,0.00012558
M:31 N:22,0.00014384,0.00014491,0.0001412,0.00013417
M:31 N:23,0.00016823,0.00014059,0.00013824,0.00013965
M:31 N:24,0.00016446,0.000149,0.00014556,0.00014401
M:31 N:25,0.00016237,0.00015988,0.00015236,0.00015246
M:31 N:26,0.00017264,0.00016542,0.00016019,0.00015851
M:31 N:27,0.00017194,0.0001683,0.00016591,0.00016334
M:31 N:28,0.00017793,0.00017239,0.00017041,0.00016716
M:31 N:29,0.00018352,0.00018393,0.00017594,0.00017747
M:31 N:30,0.0001924,0.00018331,0.00018188,0.00017813
M:31 N:31,0.00020068,0.00019318,0.0001874,0.00018889
M:32 N:1,1.06e-05,1.057e-05,1.042e-05,1.056e-05
M:32 N:2,1.807e-05,1.665e-05,1.824e-05,1.734e-05
M:32 N:3,2.522e-05,2.495e-05,2.317e-05,2.298e-05
M:32 N:4,3.034e-05,3.404e-05,3.056e-05,2.901e-05
M:32 N:5,3.853e-05,3.569e-05,3.671e-05,3.499e-05
M:32 N:6,4.373e-05,4.55e-05,4.238e-05,4.27e-05
M:32 N:7,5.066e-05,5.592e-05,4.948e-05,4.837e-05
M:32 N:8,5.829e-05,5.61e-05,5.664e-05,5.776e-05
M:32 N:9,7.016e-05,6.33e-05,6.086e-05,5.985e-05
M:32 N:10,7.094e-05,7.155e-05,6.78e-05,6.912e-05
M:32 N:11,7.691e-05,7.468e-05,7.583e-05,7.343e-05
M:32 N:12,8.394e-05,8.097e-05,8.841e-05,7.937e-05
M:32 N:13,9.022e-05,8.979e-05,8.562e-05,8.733e-05
M:32 N:14,0.00010017,9.571e-05,9.413e-05,9.347e-05
M:32 N:15,0.00010289,0.00010114,9.965e-05,0.00010144
M:32 N:16,0.00011119,0.00010867,0.00010447,0.00010326
M:32 N:17,0.00011487,0.00011608,0.00011193,0.00012494
M:32 N:18,0.00013958,0.00013177,0.00012817,0.00012675
M:32 N:19,0.00015429,0.0001471,0.00014134,0.00014053
M:32 N:20,0.00015351,0.00015166,0.00014666,0.00014722
M:32 N:21,0.00015948,0.00015339,0.00014711,0.00015633
M:32 N:22,0.00016952,0.000157,0.00015615,0.00015181
M:32 N:23,0.00015517,0.00016204,0.00015102,0.00015229
M:32 N:24,0.00016244,0.00016208,0.00015763,0.00015673
M:32 N:25,0.00018101,0.00016647,0.00016556,0.00016432
M:32 N:26,0.00017673,0.00017376,0.00017145,0.00017595
M:32 N:27,0.00028741,0.00018649,0.00019057,0.00017906
M:32 N:28,0.0001989,0.00020076,0.00019615,0.00021901
M:32 N:29,0.00022228,0.00021345,0.00020099,0.00019924
M:32 N:30,0.00022884,0.00020717,0.00020621,0.00020586
M:32 N:31,0.00026423,0.00022726,0.0002274,0.00021609
M:32 N:32,0.00024309,0.00022683,0.00021934,0.00020786
M:33 N:1,1.136e-05,1.318e-05,1.309e-05,1.178e-05
M:33 N:2,1.912e-05,1.87e-05,2e-05,1.849e-05
M:33 N:3,2.538e-05,2.617e-05,2.603e-05,2.86e-05
M:33 N:4,3.292e-05,3.277e-05,3.259e-05,3.136e-05
M:33 N:5,4.092e-05,3.848e-05,3.812e-05,4.787e-05
M:33 N:6,5.63e-05,4.752e-05,4.774e-05,4.686e-05
M:33 N:7,6.018e-05,5.533e-05,5.516e-05,5.292e-05
M:33 N:8,6.874e-05,6.4e-05,6.293e-05,6.016e-05
M:33 N:9,8.65e-05,6.737e-05,6.698e-05,6.414e-05
M:33 N:10,7.504e-05,7.344e-05,7.292e-05,7.728e-05
M:33 N:11,0.00011068,8.528e-05,7.99e-05,8.469e-05
M:33 N:12,0.00011567,9.23e-05,0.00011466,8.856e-05
M:33 N:13,0.00010817,0.00010025,0.00010164,9.721e-05
M:33 N:14,0.00011365,0.00010602,0.00010723,0.00010646
M:33 N:15,0.00013064,0.00011625,0.00011136,0.00011619
M:33 N:16,0.00013081,0.00012107,0.00012147,0.00011693
M:33 N:17,0.0001287,0.00012318,0.00013571,0.00012
M:33 N:18,0.00013708,0.00013167,0.00013608,0.00012903
M:33 N:19,0.00014748,0.00014156,0.000141,0.00013892
M:33 N:20,0.00015621,0.00015574,0.00015709,0.00015815
M:33 N:21,0.00016452,0.00014769,0.00017605,0.00014589
M:33 N:22,0.00016997,0.00015401,0.00015712,0.00014898
M:33 N:23,0.00020897,0.00017012,0.00018629,0.00017062
M:33 N:24,0.0001926,0.00017777,0.0001797,0.00016699
M:33 N:25,0.00017879,0.00017349,0.00017249,0.00018575
M:33 N:26,0.00021262,0.00018448,0.00018182,0.00017815
M:33 N:27,0.00019578,0.00019747,0.00018559,0.00018573
M:33 N:28,0.00020291,0.0001977,0.00019388,0.00019332
M:33 N:29,0.00021041,0.00020277,0.00020247,0.00019982
M:33 N:30,0.00021527,0.00020758,0.00020596,0.00020117
M:33 N:31,0.00023351,0.00021738,0.00021461,0.00020703
M:33 N:32,0.00023758,0.00022521,0.00021836,0.00023336
M:33 N:33,0.00025637,0.00023878,0.00023483,0.00023358
M:34 N:1,1.322e-05,1.214e-05,1.222e-05,1.259e-05
M:34 N:2,1.931e-05,1.94e-05,1.907e-05,1.942e-05
M:34 N:3,2.984e-05,2.773e-05,2.708e-05,2.695e-05
M:34 N:4,3.528e-05,3.802e-05,3.59e-05,3.56e-05
M:34 N:5,4.424e-05,4.346e-05,4.212e-05,4.084e-05
M:34 N:6,5.065e-05,5.125e-05,4.994e-05,4.894e-05
M:34 N:7,5.881e-05,5.653e-05,5.675e-05,5.403e-05
M:34 N:8,6.489e-05,6.519e-05,6.159e-05,6.557e-05
M:34 N:9,7.56e-05,7.194e-05,7.076e-05,6.972e-05
M:34 N:10,8.001e-05,7.808e-05,7.595e-05,7.568e-05
M:34 N:11,8.498e-05,8.366e-05,8.457e-05,8.218e-05
M:34 N:12,9.251e-05,9.349e-05,0.00010103,9.033e-05
M:34 N:13,0.00011941,0.00010085,0.00010283,9.901e-05
M:34 N:14,0.00010957,0.00010844,0.00010687,0.00010578
M:34 N:15,0.00011798,0.00011567,0.00011792,0.00011466
M:34 N:16,0.00012408,0.00012432,0.0001207,0.00011953
M:34 N:17,0.00013019,0.00012833,0.00012691,0.00012482
M:34 N:18,0.00013811,0.00013996,0.00013582,0.00013499
