Tick,RunF64,RunF32,RunI64,RunI32
M:28 N:16,1.566e-05,1.417e-05,1.267e-05,1.516e-05
M:28 N:17,1.658e-05,1.514e-05,1.399e-05,1.587e-05
M:28 N:18,1.874e-05,1.638e-05,1.688e-05,1.667e-05
M:28 N:19,1.985e-05,1.671e-05,1.51e-05,1.754e-05
M:28 N:20,1.94e-05,2.081e-05,1.565e-05,1.829e-05
M:28 N:21,2.053e-05,2.149e-05,1.646e-05,1.943e-05
M:28 N:22,2.203e-05,2.043e-05,1.729e-05,2.075e-05
M:28 N:23,2.415e-05,2.056e-05,1.809e-05,2.081e-05
M:28 N:24,2.441e-05,2.165e-05,1.893e-05,2.164e-05
M:28 N:25,2.462e-05,2.243e-05,1.965e-05,2.24e-05
M:28 N:26,2.545e-05,2.323e-05,2.032e-05,2.313e-05
M:28 N:27,2.652e-05,2.402e-05,2.104e-05,2.399e-05
M:28 N:28,3.249e-05,2.493e-05,2.251e-05,2.469e-05
M:29 N:1,2.41e-06,2.32e-06,3.02e-06,2.96e-06
M:29 N:2,3.29e-06,3.15e-06,3.39e-06,3.8e-06
M:29 N:3,4.64e-06,4.1e-06,4.15e-06,4.92e-06
M:29 N:4,5.28e-06,5.07e-06,5.09e-06,5.93e-06
