Tick,RunF64,RunF32,RunI64,RunI32
M:43 N:40,6.329e-05,5.622e-05,5.201e-05,5.623e-05
M:43 N:41,5.837e-05,5.976e-05,5.413e-05,5.674e-05
M:43 N:42,6.027e-05,6.138e-05,5.606e-05,6.053e-05
M:43 N:43,6.129e-05,6.196e-05,5.684e-05,5.934e-05
M:44 N:1,5.43e-06,5.48e-06,5.74e-06,7.07e-06
M:44 N:2,6.97e-06,1.634e-05,7.04e-06,9.64e-06
M:44 N:3,9.6e-06,1.088e-05,8.17e-06,9.07e-06
M:44 N:4,1.065e-05,1.199e-05,9.29e-06,1.122e-05
M:44 N:5,1.127e-05,1.373e-05,1.035e-05,1.2e-05
M:44 N:6,1.221e-05,1.493e-05,1.157e-05,1.341e-05
M:44 N:7,1.308e-05,1.63e-05,3.726e-05,4.298e-05
M:44 N:8,2.918e-05,1.842e-05,1.728e-05,1.523e-05
M:44 N:9,1.856e-05,1.943e-05,1.597e-05,1.76e-05
M:44 N:10,1.693e-05,2.053e-05,1.95e-05,1.863e-05
M:44 N:11,1.821e-05,2.215e-05,1.776e-05,2.001e-05
M:44 N:12,1.982e-05,2.35e-05,1.924e-05,2.121e-05
M:44 N:13,2.081e-05,2.512e-05,2.074e-05,2.243e-05
M:44 N:14,2.189e-05,2.679e-05,2.177e-05,2.366e-05
M:44 N:15,2.311e-05,2.763e-05,2.29e-05,2.51e-05
M:44 N:16,2.43e-05,2.893e-05,2.392e-05,2.667e-05
M:44 N:17,2.547e-05,3.08e-05,2.472e-05,2.777e-05
M:44 N:18,5.305e-05,3.097e-05,2.811e-05,2.853e-05
M:44 N:19,2.833e-05,3.299e-05,2.73e-05,3.064e-05
M:44 N:20,3.077e-05,3.429e-05,2.811e-05,3.155e-05
M:44 N:21,3.051e-05,3.58e-05,2.922e-05,3.285e-05
M:44 N:22,3.165e-05,3.709e-05,3.035e-05,3.593e-05
M:44 N:23,3.317e-05,4.474e-05,3.167e-05,3.548e-05
M:44 N:24,3.465e-05,3.959e-05,3.277e-05,3.731e-05
M:44 N:25,3.625e-05,4.106e-05,3.393e-05,3.805e-05
M:44 N:26,4.09e-05,4.281e-05,3.499e-05,4.163e-05
M:44 N:27,3.836e-05,4.401e-05,3.631e-05,4.053e-05
M:44 N:28,4.386e-05,4.488e-05,3.799e-05,4.193e-05
M:44 N:29,4.067e-05,4.678e-05,3.851e-05,4.326e-05
M:44 N:30,4.239e-05,4.765e-05,4.016e-05,4.454e-05
M:44 N:31,4.55e-05,4.997e-05,3.954e-05,4.712e-05
M:44 N:32,4.64e-05,5.062e-05,4.22e-05,4.72e-05
M:44 N:33,4.548e-05,5.323e-05,4.558e-05,4.724e-05
M:44 N:34,6.017e-05,5.471e-05,4.47e-05,4.888e-05
M:44 N:35,5.043e-05,5.443e-05,4.986e-05,5.592e-05
M:44 N:36,8.174e-05,5.843e-05,7.049e-05,5.481e-05
M:44 N:37,5.498e-05,5.705e-05,5.043e-05,5.507e-05
M:44 N:38,5.558e-05,5.93e-05,5.319e-05,5.514e-05
M:44 N:39,5.697e-05,6.267e-05,5.394e-05,5.656e-05
M:44 N:40,5.912e-05,7.024e-05,5.678e-05,6.198e-05
M:44 N:41,9.558e-05,6.159e-05,6.365e-05,5.954e-05
M:44 N:42,0.00011418,6.389e-05,5.988e-05,6.364e-05
M:44 N:43,0.00016501,0.00011587,6.146e-05,6.338e-05
M:44 N:44,8.692e-05,7.599e-05,6.242e-05,7.348e-05
M:45 N:1,9.12e-06,6.07e-06,7.43e-06,7.69e-06
M:45 N:2,1.324e-05,1.176e-05,8.12e-06,9.16e-06
M:45 N:3,8.2e-06,1.116e-05,8.4e-06,9.95e-06
M:45 N:4,1.27e-05,1.206e-05,9.53e-06,1.112e-05
M:45 N:5,1.087e-05,1.399e-05,1.059e-05,1.253e-05
M:45 N:6,1.21e-05,1.487e-05,1.184e-05,1.394e-05
M:45 N:7,1.34e-05,1.681e-05,1.786e-05,1.472e-05
M:45 N:8,1.509e-05,1.813e-05,1.41e-05,1.591e-05
M:45 N:9,1.634e-05,1.999e-05,1.536e-05,1.819e-05
M:45 N:10,1.791e-05,2.109e-05,1.659e-05,1.966e-05
M:45 N:11,1.854e-05,2.283e-05,2.792e-05,2.039e-05
M:45 N:12,2e-05,2.404e-05,1.901e-05,2.118e-05
M:45 N:13,2.176e-05,2.563e-05,2.066e-05,2.373e-05
M:45 N:14,2.37e-05,2.683e-05,2.197e-05,2.432e-05
M:45 N:15,2.384e-05,2.871e-05,2.386e-05,2.839e-05
M:45 N:16,2.792e-05,3.025e-05,2.43e-05,2.689e-05
M:45 N:17,2.612e-05,3.076e-05,2.488e-05,2.863e-05
M:45 N:18,2.79e-05,3.242e-05,2.624e-05,2.951e-05
M:45 N:19,2.903e-05,3.361e-05,2.832e-05,3.101e-05
M:45 N:20,3.629e-05,3.531e-05,4.958e-05,3.234e-05
M:45 N:21,3.401e-05,4.041e-05,3.123e-05,3.399e-05
M:45 N:22,3.401e-05,3.801e-05,3.183e-05,3.519e-05
M:45 N:23,3.417e-05,4.115e-05,3.454e-05,3.815e-05
M:45 N:24,3.521e-05,4.041e-05,3.509e-05,3.814e-05
M:45 N:25,3.648e-05,5.595e-05,3.723e-05,4.076e-05
M:45 N:26,3.937e-05,4.377e-05,3.612e-05,4.045e-05
M:45 N:27,4.29e-05,4.478e-05,4.297e-05,4.187e-05
M:45 N:28,4.597e-05,5.049e-05,4.856e-05,4.293e-05
M:45 N:29,4.225e-05,4.799e-05,4.054e-05,4.633e-05
M:45 N:30,4.312e-05,5.08e-05,4.152e-05,4.557e-05
M:45 N:31,4.456e-05,5.116e-05,4.338e-05,5.147e-05
M:45 N:32,7.224e-05,5.324e-05,4.534e-05,4.87e-05
M:45 N:33,5.856e-05,5.269e-05,4.522e-05,4.995e-05
M:45 N:34,6.474e-05,5.461e-05,4.678e-05,5.152e-05
M:45 N:35,5.772e-05,5.544e-05,5.265e-05,5.745e-05
M:45 N:36,5.448e-05,6.125e-05,5.153e-05,5.582e-05
M:45 N:37,6.417e-05,5.963e-05,6.223e-05,5.494e-05
M:45 N:38,7.386e-05,6.131e-05,5.509e-05,5.776e-05
M:45 N:39,7.284e-05,6.366e-05,6.217e-05,5.843e-05
M:45 N:40,6.465e-05,6.261e-05,6.359e-05,6.33e-05
M:45 N:41,6.155e-05,7.759e-05,6.157e-05,5.983e-05
M:45 N:42,6.476e-05,6.716e-05,7.172e-05,6.455e-05
M:45 N:43,7.175e-05,7.175e-05,6.392e-05,6.301e-05
M:45 N:44,6.635e-05,7.035e-05,6.986e-05,7.933e-05
M:45 N:45,6.688e-05,0.00010131,6.433e-05,6.612e-05
M:46 N:1,5.96e-06,5.8e-06,6.19e-06,7.76e-06
M:46 N:2,1.448e-05,9.68e-06,7.53e-06,8.37e-06
M:46 N:3,9.03e-06,1.135e-05,8.75e-06,1.071e-05
M:46 N:4,1.049e-05,1.254e-05,1.038e-05,1.098e-05
M:46 N:5,1.226e-05,1.433e-05,1.119e-05,1.219e-05
M:46 N:6,1.308e-05,1.645e-05,1.292e-05,1.399e-05
M:46 N:7,1.506e-05,2.756e-05,1.416e-05,1.679e-05
M:46 N:8,3.534e-05,2.065e-05,1.669e-05,1.746e-05
M:46 N:9,2.038e-05,2.156e-05,1.862e-05,1.887e-05
M:46 N:10,1.876e-05,2.303e-05,1.814e-05,1.971e-05
M:46 N:11,2.375e-05,2.303e-05,1.856e-05,2.131e-05
M:46 N:12,2.067e-05,2.439e-05,1.956e-05,2.164e-05
M:46 N:13,2.27e-05,2.716e-05,2.191e-05,2.45e-05
M:46 N:14,3.039e-05,2.752e-05,2.389e-05,2.538e-05
M:46 N:15,2.751e-05,3.022e-05,2.902e-05,2.588e-05
M:46 N:16,3.02e-05,3.149e-05,2.683e-05,2.9e-05
M:46 N:17,4.138e-05,3.621e-05,2.698e-05,2.913e-05
M:46 N:18,2.984e-05,3.478e-05,3.094e-05,3.191e-05
M:46 N:19,3.395e-05,3.687e-05,5.48e-05,3.311e-05
M:46 N:20,3.14e-05,3.927e-05,3.33e-05,3.446e-05
M:46 N:21,3.512e-05,4.034e-05,3.588e-05,3.68e-05
M:46 N:22,5.319e-05,4.498e-05,5.334e-05,3.611e-05
M:46 N:23,3.761e-05,4.306e-05,3.807e-05,4.146e-05
M:46 N:24,4.814e-05,4.15e-05,3.47e-05,3.81e-05
M:46 N:25,3.969e-05,4.548e-05,3.928e-05,4.197e-05
M:46 N:26,4.485e-05,4.714e-05,4.711e-05,4.382e-05
M:46 N:27,4.479e-05,4.809e-05,4.004e-05,4.444e-05
M:46 N:28,4.402e-05,5.003e-05,4.211e-05,5.136e-05
M:46 N:29,4.567e-05,5.106e-05,4.293e-05,4.746e-05
M:46 N:30,4.604e-05,5.209e-05,4.361e-05,4.894e-05
M:46 N:31,4.703e-05,5.408e-05,4.462e-05,5.06e-05
M:46 N:32,5.01e-05,5.625e-05,4.718e-05,5.191e-05
M:46 N:33,5.823e-05,5.673e-05,4.802e-05,5.885e-05
M:46 N:34,5.765e-05,5.847e-05,4.963e-05,5.44e-05
M:46 N:35,6.5e-05,6.065e-05,5.419e-05,6.092e-05
M:46 N:36,5.959e-05,6.168e-05,5.49e-05,5.666e-05
M:46 N:37,6.052e-05,6.218e-05,5.669e-05,5.804e-05
M:46 N:38,6.151e-05,6.599e-05,5.925e-05,6.145e-05
M:46 N:39,6.547e-05,7.191e-05,5.967e-05,6.144e-05
M:46 N:40,6.532e-05,6.662e-05,6.134e-05,6.732e-05
M:46 N:41,6.665e-05,6.947e-05,6.25e-05,6.389e-05
M:46 N:42,6.805e-05,6.935e-05,6.472e-05,6.837e-05
M:46 N:43,6.969e-05,7.089e-05,6.496e-05,7.343e-05
M:46 N:44,6.769e-05,7.012e-05,6.394e-05,6.815e-05
M:46 N:45,7.105e-05,7.173e-05,0.00013094,7.197e-05
M:46 N:46,0.00017773,7.27e-05,6.824e-05,6.905e-05
M:47 N:1,8.19e-06,6.25e-06,7.14e-06,7.63e-06
M:47 N:2,8.26e-06,9.78e-06,7.87e-06,9.35e-06
M:47 N:3,9.14e-06,1.277e-05,9.17e-06,1.077e-05
M:47 N:4,1.174e-05,1.335e-05,1.056e-05,1.171e-05
M:47 N:5,1.215e-05,1.526e-05,1.236e-05,1.32e-05
M:47 N:6,2.275e-05,2.133e-05,1.501e-05,1.863e-05
M:47 N:7,3.046e-05,2.109e-05,1.966e-05,3.54e-05
M:47 N:8,3.58e-05,2.055e-05,1.575e-05,1.816e-05
M:47 N:9,1.84e-05,2.194e-05,1.72e-05,1.961e-05
M:47 N:10,2.001e-05,2.399e-05,1.895e-05,2.142e-05
M:47 N:11,2.103e-05,2.48e-05,2.893e-05,2.208e-05
M:47 N:12,2.904e-05,2.607e-05,2.061e-05,2.318e-05
M:47 N:13,2.379e-05,2.867e-05,2.265e-05,2.579e-05
M:47 N:14,2.53e-05,2.978e-05,2.395e-05,2.871e-05
M:47 N:15,2.659e-05,3.591e-05,2.546e-05,2.755e-05
M:47 N:16,2.749e-05,3.285e-05,2.633e-05,2.965e-05
M:47 N:17,2.916e-05,3.507e-05,2.837e-05,3.231e-05
M:47 N:18,3.286e-05,3.576e-05,3.009e-05,3.203e-05
M:47 N:19,3.23e-05,3.779e-05,3.08e-05,3.483e-05
M:47 N:20,7.498e-05,4.15e-05,3.395e-05,3.608e-05
M:47 N:21,3.497e-05,4.152e-05,3.403e-05,3.884e-05
M:47 N:22,3.567e-05,4.36e-05,3.517e-05,4.485e-05
M:47 N:23,4.213e-05,4.456e-05,3.65e-05,4.03e-05
M:47 N:24,4.009e-05,4.458e-05,5.817e-05,4.093e-05
M:47 N:25,4.096e-05,4.776e-05,3.897e-05,4.34e-05
M:47 N:26,4.288e-05,4.938e-05,4.005e-05,4.9e-05
M:47 N:27,4.456e-05,5.171e-05,4.208e-05,4.625e-05
M:47 N:28,4.514e-05,5.308e-05,4.371e-05,4.873e-05
M:47 N:29,4.848e-05,5.299e-05,4.623e-05,4.909e-05
M:47 N:30,4.744e-05,5.465e-05,4.611e-05,5.186e-05
M:47 N:31,4.946e-05,5.575e-05,4.717e-05,5.251e-05
M:47 N:32,5.655e-05,5.788e-05,4.922e-05,5.448e-05
M:47 N:33,5.466e-05,5.843e-05,5.041e-05,5.377e-05
M:47 N:34,6.391e-05,5.881e-05,5.368e-05,5.517e-05
M:47 N:35,5.69e-05,6.207e-05,5.809e-05,6.454e-05
M:47 N:36,6.204e-05,6.365e-05,5.786e-05,6.015e-05
M:47 N:37,6.312e-05,6.693e-05,5.909e-05,6.116e-05
M:47 N:38,7.15e-05,6.553e-05,6.029e-05,6.146e-05
M:47 N:39,7.994e-05,6.808e-05,6.071e-05,6.31e-05
M:47 N:40,6.813e-05,7.011e-05,6.437e-05,7.059e-05
M:47 N:41,6.933e-05,7.126e-05,6.461e-05,7.583e-05
M:47 N:42,6.985e-05,7.519e-05,6.563e-05,7.029e-05
M:47 N:43,7.534e-05,7.959e-05,7.757e-05,7.413e-05
M:47 N:44,9.661e-05,7.443e-05,6.794e-05,7.336e-05
M:47 N:45,7.683e-05,7.877e-05,7.041e-05,7.4e-05
M:47 N:46,7.639e-05,8.315e-05,7.58e-05,8.156e-05
M:47 N:47,0.0001325,8.192e-05,7.599e-05,7.755e-05
M:48 N:1,6.3e-06,6.22e-06,6.56e-06,8.11e-06
M:48 N:2,8.08e-06,1.075e-05,8.06e-06,9.65e-06
M:48 N:3,9.12e-06,1.27e-05,9.69e-06,1.107e-05
M:48 N:4,1.058e-05,1.376e-05,1.108e-05,1.304e-05
M:48 N:5,1.212e-05,1.598e-05,1.363e-05,1.405e-05
M:48 N:6,1.377e-05,1.698e-05,1.375e-05,1.551e-05
M:48 N:7,1.497e-05,1.894e-05,1.476e-05,1.705e-05
M:48 N:8,1.658e-05,2.073e-05,1.645e-05,1.85e-05
M:48 N:9,1.814e-05,2.261e-05,1.881e-05,2.001e-05
M:48 N:10,1.963e-05,2.476e-05,1.87e-05,2.147e-05
M:48 N:11,2.126e-05,2.563e-05,2.145e-05,2.308e-05
M:48 N:12,2.249e-05,2.785e-05,2.156e-05,3.013e-05
M:48 N:13,4.007e-05,3.432e-05,2.433e-05,2.613e-05
M:48 N:14,2.531e-05,3.113e-05,2.448e-05,2.778e-05
M:48 N:15,2.716e-05,3.184e-05,2.576e-05,2.904e-05
M:48 N:16,2.873e-05,3.745e-05,2.82e-05,3.132e-05
M:48 N:17,2.987e-05,3.758e-05,2.841e-05,3.455e-05
M:48 N:18,3.18e-05,3.663e-05,2.984e-05,3.386e-05
M:48 N:19,3.285e-05,3.829e-05,3.121e-05,3.508e-05
M:48 N:20,3.592e-05,4.292e-05,4.137e-05,3.706e-05
M:48 N:21,4.683e-05,4.145e-05,3.522e-05,3.848e-05
M:48 N:22,3.729e-05,4.31e-05,3.513e-05,3.949e-05
M:48 N:23,3.818e-05,4.77e-05,3.718e-05,4.161e-05
M:48 N:24,4.043e-05,4.608e-05,3.876e-05,4.252e-05
M:48 N:25,4.134e-05,4.754e-05,3.969e-05,4.601e-05
M:48 N:26,4.346e-05,4.944e-05,4.197e-05,4.501e-05
M:48 N:27,6.619e-05,5.885e-05,4.357e-05,4.674e-05
M:48 N:28,4.696e-05,5.291e-05,4.393e-05,4.9e-05
M:48 N:29,4.854e-05,5.385e-05,4.487e-05,5.019e-05
M:48 N:30,4.884e-05,6.045e-05,4.665e-05,5.15e-05
M:48 N:31,4.926e-05,5.69e-05,4.779e-05,5.375e-05
M:48 N:32,5.229e-05,5.944e-05,4.963e-05,5.521e-05
M:48 N:33,5.59e-05,6.054e-05,5.046e-05,5.662e-05
M:48 N:34,6.161e-05,6.156e-05,5.201e-05,5.97e-05
M:48 N:35,5.734e-05,6.862e-05,5.715e-05,6.558e-05
M:48 N:36,6.349e-05,6.965e-05,6.245e-05,6.101e-05
M:48 N:37,6.516e-05,6.648e-05,6.028e-05,6.24e-05
M:48 N:38,6.526e-05,6.786e-05,6.176e-05,6.386e-05
M:48 N:39,6.648e-05,7.009e-05,6.345e-05,6.596e-05
M:48 N:40,7.07e-05,0.00010202,6.512e-05,7.419e-05
M:48 N:41,7.248e-05,7.227e-05,6.885e-05,6.784e-05
M:48 N:42,7.263e-05,7.408e-05,6.742e-05,7.326e-05
M:48 N:43,7.37e-05,7.557e-05,6.893e-05,7.141e-05
M:48 N:44,7.659e-05,7.885e-05,7.131e-05,7.702e-05
M:48 N:45,7.683e-05,8.899e-05,7.197e-05,7.498e-05
M:48 N:46,7.725e-05,8.114e-05,7.766e-05,7.659e-05
M:48 N:47,7.862e-05,8.18e-05,7.401e-05,8.281e-05
M:48 N:48,8.12e-05,8.354e-05,7.708e-05,8.489e-05
